504,7,Email sent for every update made to every single story.
505,7,"This gets really, really annoying."
521,8,"Finding pages and navigating page trees can be confusing if you are not exactly sure where things are housed, it would be nice for the flow to be a little more logical to someone who is not experienced with using this type of platform."
533,1,"The downside is that for my specific company, we require many types of controls and Jira is very much a ""do whatever you want"" tool."
547,1,I cannot assign a issue to multiple users.
547,0,I cannot assign a issue to multiple users.
548,1,We work with pair programming and it would be nice to see two assignees in the issue.
548,0,We work with pair programming and it would be nice to see two assignees in the issue.
583,0,"While JIRA is great for task assignment and tracking in the context of Project Management, it doesn't allow you to work with tasks like you would a tool like Microsoft Project."
583,9,"While JIRA is great for task assignment and tracking in the context of Project Management, it doesn't allow you to work with tasks like you would a tool like Microsoft Project."
585,0,"You can setup linkages and dependencies, but because you can't view these things in a linear timeline or gantt chart, it's not great for the actual planning exercise."
585,5,"You can setup linkages and dependencies, but because you can't view these things in a linear timeline or gantt chart, it's not great for the actual planning exercise."
614,3,Last but not least I would improve the performance of the page.
615,3,Sometimes it takes too long to load or while it's loading the page you can see that it's activating some JS things like selects.
635,2,Not just any user can customize things within JIRA to meet their needs.
660,0,"comments are not always sorted correctly (not sure if this is because of a configuration or it's a bug) - on some stories, the first one is the latest (a bit confusing), on other stories the first one is the oldest."
675,9,JIRA has not been an effective tool to engage user experience (UX) in the dev process.
678,5,"However, there is a disconnect with integrating these processes and as a result, either I (or UX) need to copy+paste screenshots into JIRA, or link back to the Invision project (outside of JIRA)."
693,0,Can be confusing for more of its advanced features like setting up tasks for multiple people or for things ahead of time.
694,0,Also moving things from backlog to in progress has changed to a less intuitive way.
706,4,"While configurable, JIRA requires a certain amount of effort to extend its data schema with new attributes."
707,5,JIRA still lacks some important ways of data visualization.
708,5,"Sometimes it's hard to represent all data points of the lifecycle in the same instance of JIRA, especially when it needs to be done ""yesterday"" or ""abruptly""."
721,6,"It's not very responsive, impossible to use on my phone, but that is not a dealbreaker at all!"
734,0,Sometimes the workflow management for issues becomes cumbersome.
735,3,"It would be nice to have a ""Close"" option available at every state instead of having to pre-define all the states to be able to transition to the ""Closed"" state."
749,9,"Even major updates sometimes just get rid of nice functionalities from the last version, without any info on this."
777,1,Admin permissions and rights are a pain.
778,0,We need more refined ways for users to see where their projects are in our backlog without having the ability to see everything in the backlog.
783,0,"We needed a tool to manage our backlog and agile boards, and Jira meets those needs, but as we have more teams adopt agile our Jira account and permissions get more and more cumbersome to navigate."
789,0,"It is easy to set up, a bit complicated on the administration but a bit troublesome on the performance side if you really start to create scores of projects on it with large backlogs throughout.; Performance was not the best, especially when the backlog was large and there were lots of projects loaded into our instance."
789,4,"It is easy to set up, a bit complicated on the administration but a bit troublesome on the performance side if you really start to create scores of projects on it with large backlogs throughout.; Performance was not the best, especially when the backlog was large and there were lots of projects loaded into our instance."
790,0,We even had to figure out ways to get around having to refresh the backlog page during story elaboration sessions as it was taking so long in some cases.
791,5,Also used it for time reporting and it wasn't that straightforward.
792,0,Entering time shouldn't be as complicated as they make it and changing things you have already entered is not intuitive at all (borderline frustrating in fact).
806,8,I can NEVER find anything I'm searching for.
808,8,"I try to search by tickets that I've originated, but that never yields anything."
809,8,"Or I search by the person who it's been assigned to, but that doesn't work either."
810,0,I wish there more real-time updating because colleagues are always editing my tickets and we're always tripping over each other and losing what we've typed.
811,8,"Some of the navigation is a little clunky like when you have that preview mode to see a list of your tickets and then a column to the right that has more information about the ticket, but I kind of wish that when you clicked the ticket number, it opened in a new tab so you could still reference your list of tickets."
828,0,"I have been working in multiple projects in my organization, sometime I find it difficult to switch between sprints or stories of different project."
828,8,"I have been working in multiple projects in my organization, sometime I find it difficult to switch between sprints or stories of different project."
829,8,Basically I found it difficult to search if I do not have a story id.
841,0,"It feels old, it's slow sometimes, need to be more simpler in some aspects for example the KANBAN Board could be simpler, like Trello."
854,8,Sometimes it is hard to use the search feature to find a case that you are looking for particularly if you have many cases that contain the same key words.
856,8,Additional search features would be nice!
858,8,"Once you perform a search you can sort by date or reporter or status even, but being able to narrow it down in advance would be ideal."
900,4,- Unnecessary Complicated Installation Process (compared to others).
902,9,- Occasional Stability Issues (not often though).
906,5,"Also we used to host JIRA/Confluence on the same server that we had for a few other apps, and the processes for these two software were so heavy that would render the server useless for other software, on a quad-core machine."
933,7,The email notification in JIRA are the WORST!
936,7,I wish there was a better way to manage notifications within my bugs.
937,9,It's not as clean or straight forward as Github.
952,0,It is possible to jump and setup a new project in such as way that it will be difficult to maintain.
972,0,Sorting sprints and backlogs by users assigned is an obvious miss.
973,0,It is very difficult to manage dependencies.
974,0,"While everything else in this product is verbose in its capabilities, the dependency visualization is absent and you have to view each ticket's details to be able to see them."
989,8,Searching for an existing ticket can be quite difficult at times.
990,8,"Often, using a simple search does not yield the ticket I am looking for and I have to ask someone to give me the exact ticket code instead."
1036,0," Sometimes you find yourself stuck in a weird state in a product - Issues not showing up on the board, Issues not transitioning to the desired status, fields being unavailable, permissions Issues etc."
1036,9," Sometimes you find yourself stuck in a weird state in a product - Issues not showing up on the board, Issues not transitioning to the desired status, fields being unavailable, permissions Issues etc."
1036,1," Sometimes you find yourself stuck in a weird state in a product - Issues not showing up on the board, Issues not transitioning to the desired status, fields being unavailable, permissions Issues etc."
1039,7, Terrible notification system.
1041,7,JIRA doesn't batch notifications in any way.
1063,9,The product isn't as responsive in a web browser as I would like.
1064,0,It would also be nice to tie various project areas together for version control as a lot of the stuff is pushed out in one go.
1080,0,It can be very difficult to find the right category for your ticket.
1080,8,It can be very difficult to find the right category for your ticket.
1081,0,It is also difficult to find the right group/person to send it to.
1081,8,It is also difficult to find the right group/person to send it to.
1082,0,Setting up dashboards is cumbersome and challenging.
1083,8,I have a hard time finding the status of issues if it isn't emailed to me.
1084,3,The terms and shortcuts are confusing.
1098,3,"On occasion a button placement is clunky, and it is difficult to compare story measurements for sprint-over-sprint comparisons."
1098,0,"On occasion a button placement is clunky, and it is difficult to compare story measurements for sprint-over-sprint comparisons."
1099,0,Cloning options are limited.
1112,9,"Because of this, my boss and I use JIRA for projects that effect production only and leave our other projects to be internally tracked."
1128,0,- Agile board doesn't have an ability to move multiple tickets to the next column at once.; - Agile board scrolls somewhere to the middle of the window if there are a lot of tickets in one column.
1128,3,- Agile board doesn't have an ability to move multiple tickets to the next column at once.; - Agile board scrolls somewhere to the middle of the window if there are a lot of tickets in one column.
1129,0,Drag-n-drop simply doesn't work there for more than one ticket.
1132,0, a bit hard to understand how to use workflow schemas.
1135,4,It takes a lot of time to configure it.
1136,8, admin area in general is a bit hard to navigate and customise - it could be simpler.
1136,2, admin area in general is a bit hard to navigate and customise - it could be simpler.
1154,3,1. In most cases there can be too many fields on screen and controlling that can be heavy.
1155,3,"2. Roles, privileges, screens etc can be rather confusing if you have a good number of projects."
1155,0,"2. Roles, privileges, screens etc can be rather confusing if you have a good number of projects."
1176,0,If any one is facing problem on solving issue and it might not be completed in time then there is no discussion with scrum master or team members.
1177,0,If any one found the solution for that problem then it would be a solution point for that kind of problem.; So if any one in future having same problem then the solution would be there.
1189,5,"I wish JIRA more tightly integrated with non-Atlassian products, like GitHub or GitLab."
1190,7,"I also wish notifications were more useful or actionable, although they're simple enough."
1218,4,"A bit slow and time consuming in the beginning when you setup base project issues flow, workflow and permissions."
1218,0,"A bit slow and time consuming in the beginning when you setup base project issues flow, workflow and permissions."
1232,8,"I faced few issues with cache indexing twice, as a result I lost projects and user data after doing reindexing."
1234,0,initially issues creation fails due to 'IllegalStateException'.
1250,6,"Although I think that the mobile version could to improved, I faced some difficulty navigating through the mobile version of JIRA as it differs quite a bit from the web version."
1263,1,It also limits a lot of functions to administrative users that might not be terrible to be given to others.
1284,0,"Confluence, for example, feels like you are starting with a blank canvas and its really hard to get started because you are frozen with too many options."
1284,3,"Confluence, for example, feels like you are starting with a blank canvas and its really hard to get started because you are frozen with too many options."
1300,2,It provides too many things out of the box and doesn't let us filter out what we want to use.
1301,0,Feature toggling is direly needed but it doesn't seem to be the case on their development roadmap.
1315,3,My main complaint with the Jira is it hides some of the common functionality thats required deep down in the UI.
1316,5,Other complaint is their REST API: when I was looking to integrate JIRA with a chat bot on SLACK.
1317,5,I found their API to be very complicated.
1332,6,I have not yet found a JIRA mobile app that I like.
1345,8,"Sometimes it takes too much time to find things, especially when the person who does that is not IT specialist."
1362,9,Everything takes a long time to load and submit.
1394,5,Not a good way to creat a report that is of value to project owners.
1395,5,"I would prefer to see a customizable report feature, similiar to what is in HP Quality center."
1396,3,Also needs a feature to save to a different location.
1411,4,"There are a couple places administrative features could be improved to be more intuitive to use, but on the whole it is the most user friendly tool I've worked with!"
1437,6,I would love to use JIRA more on my iPhone.
1438,3,It would also be nice to be able to capture screen video using JIRA Capture.
1464,7,I dislike the email notification feature which seems to work sometimes and then sometimes it just stops working.
1509,9,Speet - it's extremely slow.
1511,0,Default project settings have WAY TOO MANY FIELDS.
1539,4,JIRA installation on-premise is quite complex and requires extensive experience for System Administrator.
1543,4,Workflow configuration cannot be easily changed once entities start using the newly implemented workflow.
1543,0,Workflow configuration cannot be easily changed once entities start using the newly implemented workflow.
1555,9,It's too complicated for some non-technical users who find it overwhelming.
1556,0,"It would be convenient if projects defaulted to our custom workflow and permissions, but I haven't spent the time to figure out if that is possible."
1556,2,"It would be convenient if projects defaulted to our custom workflow and permissions, but I haven't spent the time to figure out if that is possible."
1556,1,"It would be convenient if projects defaulted to our custom workflow and permissions, but I haven't spent the time to figure out if that is possible."
1558,0,"I'm not positive this is a problem with the software per se, but we've found larger projects with several hundred issues can get difficult to manage with this tool."
1558,9,"I'm not positive this is a problem with the software per se, but we've found larger projects with several hundred issues can get difficult to manage with this tool."
1559,5,"Too much data, with an inability to easily see the important actionable information."
1598,9,I strongly dislike JIRA's markup language; I wish that it supported Markdown.
1599,6,"Finally, the mobile web experience is unusable."
1615,9,Generally speaking the Jira stack is quite resource hungry.
1659,3,"The number of options and complexity of the platform can make it difficult to quickly do something, or can discourage developers from using it."
1661,0,"Eventually we get to a state where some issues remain in email because nobody raised a JIRA, or where some JIRAs get duplicated because its difficult to quickly identify if that issue already has an existing JIRA."
1672,9,"It's not built for granular project management like a tool such as Asana.; JIRA is built for developer project management, so using it as a division-wide tool across many departments was a bit difficult."
1673,0,It is not the most intuitive when just creating marketing tasks.
1674,0,"For example, the tasks are called ""issues"" and once you create one, you can't delete it unless you are the JIRA admin."
1674,1,"For example, the tasks are called ""issues"" and once you create one, you can't delete it unless you are the JIRA admin."
1675,0,"So once an ""issue"" is ""resolved"" (aka completed), it still sits there in the ""reported by me"" screen."
1680,9,It didn't work out for our department within the division because it just didn't work for marketing.
1696,5,I do not recommend self-hosting the software.; Self-hosting the software has proven to be difficult.
1697,4,"Jira may have a lot of features, but they are not intuitive to set up."
1698,4,"It's very easy to set up workflows that just don't make sense, and can hinder the productivity of others."
1698,0,"It's very easy to set up workflows that just don't make sense, and can hinder the productivity of others."
1729,2,I wish it supported Change Control so we didn't have to use a 3rd party app.
1730,1,"We require multiple approvals based on change type, etc and we haven't found anything in JIRA yet that fully supports what we need."
1751,2,"Some of that difficulty can come from making this more complicated than they need to be via customization, but there are a handful of situations where you will be looking for the ability to customize a behavior and be stopped cold in your tracks."
1752,5,Another thing that was disappointing is server backups.
1753,5,We find ourselves in a situation where it's very time consuming to backup our instance and clone it for upgrade testing.
1810,4,"Configuration for the specific dashboards and views can be a bit cumbersome, but with a JIRA admin it wasn't terrible."
1810,0,"Configuration for the specific dashboards and views can be a bit cumbersome, but with a JIRA admin it wasn't terrible."
1822,8,If you are unfamiliar with Atlassian you might have a difficult time navigating around the tool.
1823,0,You may experience issues when trying to create stories and assign out the tasks assigned to those stories.
1835,9,"It isn't as flexible for non-development focused project management.; This is primarily for development projects, not general project management."
1870,0,"If you have a lot of bugs and enhancements when you are looking at the next sprint of work, sometimes the lists are long enough that it becomes unreasonable."
1886,4,Setup can be complex.
1890,4,"Many of our projects could use a less powerful tool, which would be less complex in regards to configuration."
1911,0,"I am not sure if there is a plugin for this or not, but it would be great if we could set a lifetime for issues and have them reported somewhere."
1911,5,"I am not sure if there is a plugin for this or not, but it would be great if we could set a lifetime for issues and have them reported somewhere."
1923,8,I've never had more difficulty when searching a bug database as I do with JIRA.
1937,0,"Dashboard is useful, and evidently editable but the method for editing it is not very clear."
1938,0,Sometimes internal linking doesn't work correctly for comments or for descriptions.
1971,0,I do wish their were more instances for priority than what is given as options currently.
2015,7,"It could use some better notifications and workflows to help keep everyone one informed of the progress of each case, especially if you are the one who originally logged it."
2015,0,"It could use some better notifications and workflows to help keep everyone one informed of the progress of each case, especially if you are the one who originally logged it."
2042,4,"Some of the configuration can be excessive or overly granular, since most of the time you only need to change pieces here or there."
2058,0,We really really really really need duplicate issue prevention.
2073,9,Not too happy with the default Editor tool.
2090,0,I wish there was some sort of calendar view or a way to prioritize the products on a list more clearly.
2093,9,I would probably go for this product for dev teams but not for designers.
2105,0,"Sometimes, the comments are added successfully but it still gives error stating there was some error while updating your comment but once you refresh it, you can see the comment right there."
2117,3,"The extensive options can lead to overkill in terms of fields, etc, and by default they're all shown to every user."
2117,2,"The extensive options can lead to overkill in terms of fields, etc, and by default they're all shown to every user."
2139,0,The agile boards are a bit slow.
2161,2,It is the missing feature to custom the email templates for notifications.; It's also missing the feature to have a default description and steps to reproduce template.
2161,7,It is the missing feature to custom the email templates for notifications.; It's also missing the feature to have a default description and steps to reproduce template.
2173,3,It would be great if it came with a Night Mode where the background consisted of gray/dark colors for those of Us who are sensitive to light.
2185,9,"The tool is a bit clunky when compared to more nimble platforms like Basecamp, making it hard for anyone without a technical background to want to use it."
2199,8,I find it hard to find tickets if I don't know the ticket number.
2199,0,I find it hard to find tickets if I don't know the ticket number.
2200,8,Searching is not very easy.
2233,9,"At my workplace, JIRA is in private space, at times it gets really slow."
2264,0,Sprint management requires a lot of knowledge.
2266,7,* Random survey prompts feel invasive/unnecessary.
2279,3,"There are many options, and plugins such as Portfolio can be hard to use."
2280,9,"Before choosing the hosted SaaS version, be aware of the limitations of plugins.; In addition, before choosing the hosted SaaS version, be aware of the limitations of plugins.; Some plugins are not available on the hosted version and you don't want to be surprised."
2282,4,"Installation of the on-premise version is very straightforward on a Windows install, but a Linux install had some really weird anomalies that took multiple support tickets to resolve."
2312,0,The agile functionality for scrum is clunky and the burndown chart is not very accurate.
2312,5,The agile functionality for scrum is clunky and the burndown chart is not very accurate.
2313,8,"Also, not everything is searchable in the UI, specifically around the agile functionality (items added/removed from a sprint) and the database is not intuitive."
2324,7,"In case you change something or update something, emails can be send, but this feature can become a real spam."
2325,0,"Finally if you manage several projects on the same time, the portfolio solution is a bit light to me and it's not so user friendly especially if not all projects are ""scrum"" like but a mix of ""scrum + kanban""."
2349,8,Sometimes you have to click 3-4 different places to find the action you want to do.
2365,0,The handling of tasks and sub-tasks is very poor.
2385,3,If I had to right click the create button the system just seemed to run slower if that was the case.
2409,6,It's very sad that JIRA doesn't have a mobile app.
2410,6,"Mobile site also not so great, lot more need to be improved."
2436,0,"Once you open a Service Ticket aka Fault Record you cannot change certain fields - if this has been created correctly, with the exception of the service object (in our case), you still have to close it and create and entirely new FR."
2447,0,time logging is under developed.
2448,0,If you change the status of something to 'done' it does NOT update the remaining hours on a task to 0.
2450,0,I still don't understand how you handle stories that get moved to new sprints.; Somehow--the circumstances I still don't understand--all the incomplete tasks do not move to the new sprint.
2452,0,"Somehow, items sometimes get left behing, messing up your scores for the sprint."
2478,0,It's easy to be in the wrong project so you have to make sure you are looking at the right dashboard when you log in.
2499,9,Being on a cloud platform we often times find the software working slow.
2529,0,"I don't like that I cannot see the status of my ticket, I am not sure if that is true for everyone or just how my company set it up."
2530,7,I would like notifications on when it is being worked on (like the dell help desk tickets).
2558,3,"With custom workflows/fields comes the issue of multiple teams customizing the heck out of the tool to the point that other teams see a lot of custom ""junk"" they don't need to see."
2558,2,"With custom workflows/fields comes the issue of multiple teams customizing the heck out of the tool to the point that other teams see a lot of custom ""junk"" they don't need to see."
2559,1,"Sure, some of that can be filtered with permissions, but sometimes doing that makes the tool become too restrictive, especially with some people that work across multiple teams."
2569,4,"I think some things should be more easily configurable such as workflows, maybe this would be best on per project basis and not locked down to be needing to be done through the admin interface."
2580,7,I dislike the redundant notifications that are automatically sent when a ticket moves in status.
2581,7,The system should have an option to only trigger an alert when the user needs to take action on the ticket.
2592,0,creating a JIRA task can be extremely time consuming... and we often end up having to track the time spent creating the actual task!
2593,0,it would be simpler if there were just an option for checkboxes for simple tasks and sub-tasks.
2612,8,"A few additional search filters would be great (e.g. determine WHERE in the ticket a keyword should be searched for - description, title, comments, etc.)."
2627,9,Versions cannot be confined to individual projects (as of release 7.1.x); one sees versions from several projects when selecting a Fix Version or Affected Version(s) for an issue.
2628,0,Out of the box support for precise specifications in Agile stories (acceptance criteria) is somewhat weak.
2629,0,Traceability of requirements to specifications to implementation is weak - however it has to be acknowledged that it is up to each user community to set it up.
2642,2,Sometimes all the flexibility and customisations leads to clunky UI / UX and slow responses.
2642,9,Sometimes all the flexibility and customisations leads to clunky UI / UX and slow responses.
2672,4,"I know that it is a necessary price we pay for the configurability, but the settings are a little hard to figure out for the first time."
2676,7,"3. There is no way to opt out of notifications for an email.; I know that it can be changed in notifications scheme, but we need a way to opt out for a particular email id."
2693,0,"For someone who isn't a technical PM, I find that the sprints can be confusing and difficult to manage."
2698,8,The navigation is not intuitive.
2708,0,"There's very little in the way of checking for redundancies when checking for a bug, so there can be a lot of bugs in there, all reported in similar ways, that need to be dealt with one by one."
2753,3,"The UI is not fantastic, (lots of issues with dropdowns when editing issues)."
2754,9,"JQL, is easy to learn for technical folks, but not as much for non technical team members and can bee intimidating."
2755,3,"Board shortcuts (editing a story (E), assigning an issue (A), creating and issue (C), are not easy to learn and often, you discover them by accident."
2757,2,"Customizing, and managing permissions is annoyng and cumbersome."
2757,1,"Customizing, and managing permissions is annoyng and cumbersome."
2758,0,Editing flows is hard.
2760,5,Reports are not very useful.; There are no useful examples of how to use sprint reports to gather valuable insights.
2762,5,It would be nice to see more stuff like burn-up charts.
2763,0,Agile Risk management tools and reports would be great!
2763,5,Agile Risk management tools and reports would be great!
2772,8,Filtering is tricky and based off of writing SQL-like statements.
2773,0,High learning curve with creating dashboards and reports.
2773,5,High learning curve with creating dashboards and reports.
2787,0,I don't like that I have to move Jira tickets to each column in order to close a ticket or mark it as done.
2788,0,I don't like that I need an Admin's help to reopen a ticket if I've marked it closed too soon or if I need to move a ticket back into a different board.
2807,0,"Since JIRA is fully based on Scrum, if a story is incomplete at the end of the sprint, it should be rolled over to the next sprint."
2808,0,It does not allow to split stories.
2828,0,There's a few funky things where you can in-line edit some attributes of an issue but can't on others that I don't like.
2829,0,"And, like any project management software it's sometimes possible to lose an issue in the abyss of different statuses and boards."
2842,6,I can't digest the fact that it doesn't have official mobile app.
2843,6,Third party apps are not at all useful.
2867,2,"Admin Pitfall #1: while JIRA does in fact allow administrators the ability to build customized issue types, workflows and artifacts, JIRA's core functionality isn't designed or delivered to support all of the customized artifacts that end up being created."
2868,0,"And so, a growing JIRA instance ends up becoming a performance nightmare of additional plugins for extended functionality."
2868,9,"And so, a growing JIRA instance ends up becoming a performance nightmare of additional plugins for extended functionality."
2888,9,"It's not a negative, really, but I do wish the platform was more extendable to other teams outside of engineering."
2906,8,"It's easy to get lost in JIRA, and the larger it is and more users there are, the more likely things are to go wrong."
2906,9,"It's easy to get lost in JIRA, and the larger it is and more users there are, the more likely things are to go wrong."
2908,0,"At a larger company, with too many hands in the pot, it quickly became the graveyard for many forgotten tickets."
2922,4,"I find the filtering set up a bit repetitive, as you have to go through a few before you can get to your project and list of issues."
2922,8,"I find the filtering set up a bit repetitive, as you have to go through a few before you can get to your project and list of issues."
2923,0,Also when a new item is added it does not appear instantly the page need to be refreshed and it seems a logged issue cannot be moved from one project to another.
2936,3,Complexity is introduced immediately instead of first showing a simple interface and making the many configurable elements as options.
2954,0,"Workflows - because theres such complexity, theres a big ramp up time and large learning curve; therefore, teams are not incentivised to change their process."
2966,0,Workflow management can be difficult for new users.
2967,0,Also you cannot estimate tasks by default.
2978,9,Few a times I have seen JIRA getting slow to respond and getting crashed when using.
2980,5,I'm not exactly sure if its an issue with the Jira server that cannot respond with the heavy load.
2992,8,"There's way too many options to sort through issues, when I want to find all of my open issues."
2992,0,"There's way too many options to sort through issues, when I want to find all of my open issues."
2993,8,"I'm part of several ""Project"" groups and I find it hard to actually get to all my option issues sometimes (since sorting by just project doesn't work for me)."
2993,0,"I'm part of several ""Project"" groups and I find it hard to actually get to all my option issues sometimes (since sorting by just project doesn't work for me)."
2994,0,I wish the drop-down to sort through projects didn't list 'Recent projects' but just the project teams I'm part of.
2994,2,I wish the drop-down to sort through projects didn't list 'Recent projects' but just the project teams I'm part of.
2995,3,"Also the preview button is way too subtle, I didn't find it for a couple of months."
2996,7,"When I go back and forth between JIRA and the Atlassian wiki, even if I've read a comment it shows a (duplicate) notification which is annoying."
2999,8,"It still has its issues with ease of use in filtering,."
3009,9,"It needs to be, what with the other Atlassian products that are integrated with it, and there ARE a lot of *useful* features, but that doesn't change that it can be a lot slower than it should be for just being a ticketing system."
3010,9,JIRA also doesn't seem too useful for managing features and ideas.
3028,9,"Sometimes got stuck and it becomes slow, so it needs to be restarted."
3041,2,Customizing the workflow has a learning curve and it can take a little time to become proficient.
3051,0,Prioritizing tasks on the monthly view with the drag and drop is a pain.
3061,8,It can be challenging to navigate and slow occasionally.
3062,0,I understand we've got tons of content working in the same account but it would be nice if it didnt take so long to load tickets.
3063,8,Sometimes I just want to find a ticket within a project that I'm ALWAYS searching and it resets to search everything.
3063,0,Sometimes I just want to find a ticket within a project that I'm ALWAYS searching and it resets to search everything.
3065,0,Would like the ability to customize the view of tickets more--What I want to see isn't at the top (above the fold).
3065,2,Would like the ability to customize the view of tickets more--What I want to see isn't at the top (above the fold).
3075,5,The data isn't really aligned in a way that someone (an exec for example) could get a quick snapshot of what is going on.
3083,9,Would love to see even more collaboration capabilities outside our internal users.
3084,9,"So the ability to manage projects and assign tasks with vendors, customers, etc would be nice."
3085,9,Ability to more easily build roadmaps/higher project plans for planning purposes.
3097,9,Upgrading your plan is so confusing.
3098,1,The UI for the account management section really needs some work.
3098,3,The UI for the account management section really needs some work.
3099,9,"Upgrading your plan to pay MORE money should be the easiest path on their site, but it's the hardest to figure out."
3100,0,I also wish you could assign tasks to more than one person if there's a collaboration between multiple people.
3101,8,This would make it easier to sorting too.
3102,2,The issue collector should be fully customizable as well.
3102,0,The issue collector should be fully customizable as well.
3103,0,I wish you could create custom fields and make certain fields required.
3103,2,I wish you could create custom fields and make certain fields required.
3114,0,Examples include: Project Categories have no immediate purpose except to group the projects while viewing the All Projects view as a user only.
3115,0,Another example is the lack of certain functionalities such as linking events so that notifications or other actions can be tied to built in functionality such as linking to another issue.
3130,9,Jira suffers a bit in comparison to VersionOne and other already well-established project tracking tools because of having limited capability focused on issue tracking and offering little in the way of managing projects overall.
3139,5,I dont like the reports and its formatting.
3140,9,More flexibility should be given.
3156,2,"A few more default options for customizable KPI / Dashboards would be nice, but that's easily addressed by addons."
3156,0,"A few more default options for customizable KPI / Dashboards would be nice, but that's easily addressed by addons."
3164,3,The two minor pain points are that cases open in a right bar when using a sprint board (I'd rather they automatically open in new tabs); and I often have issues pasting in unordered lists -- I formats the line spacing wrong almost every time.
