1177,0,1,If any one found the solution for that problem then it would be a solution point for that kind of problem.; So if any one in future having same problem then the solution would be there.
1189,5,6,"I wish JIRA more tightly integrated with non-Atlassian products, like GitHub or GitLab."
1190,7,8,"I also wish notifications were more useful or actionable, although they're simple enough."
1218,0,1,"A bit slow and time consuming in the beginning when you setup base project issues flow, workflow and permissions."
1232,8,9,"I faced few issues with cache indexing twice, as a result I lost projects and user data after doing reindexing."
1234,0,1,initially issues creation fails due to 'IllegalStateException'.
1250,6,7,"Although I think that the mobile version could to improved, I faced some difficulty navigating through the mobile version of JIRA as it differs quite a bit from the web version."
1284,0,1,"Confluence, for example, feels like you are starting with a blank canvas and its really hard to get started because you are frozen with too many options."
1301,0,1,Feature toggling is direly needed but it doesn't seem to be the case on their development roadmap.
1316,5,6,Other complaint is their REST API: when I was looking to integrate JIRA with a chat bot on SLACK.
1317,5,6,I found their API to be very complicated.
1332,6,7,I have not yet found a JIRA mobile app that I like.
1345,8,9,"Sometimes it takes too much time to find things, especially when the person who does that is not IT specialist."
1394,5,6,Not a good way to creat a report that is of value to project owners.
1395,5,6,"I would prefer to see a customizable report feature, similiar to what is in HP Quality center."
1437,6,7,I would love to use JIRA more on my iPhone.
1464,7,8,I dislike the email notification feature which seems to work sometimes and then sometimes it just stops working.
1511,0,1,Default project settings have WAY TOO MANY FIELDS.
1543,0,1,Workflow configuration cannot be easily changed once entities start using the newly implemented workflow.
1556,0,1,"It would be convenient if projects defaulted to our custom workflow and permissions, but I haven't spent the time to figure out if that is possible."
1558,0,1,"I'm not positive this is a problem with the software per se, but we've found larger projects with several hundred issues can get difficult to manage with this tool."
1559,5,6,"Too much data, with an inability to easily see the important actionable information."
1599,6,7,"Finally, the mobile web experience is unusable."
1661,0,1,"Eventually we get to a state where some issues remain in email because nobody raised a JIRA, or where some JIRAs get duplicated because its difficult to quickly identify if that issue already has an existing JIRA."
1673,0,1,It is not the most intuitive when just creating marketing tasks.
1674,0,1,"For example, the tasks are called ""issues"" and once you create one, you can't delete it unless you are the JIRA admin."
1675,0,1,"So once an ""issue"" is ""resolved"" (aka completed), it still sits there in the ""reported by me"" screen."
1696,5,6,I do not recommend self-hosting the software.; Self-hosting the software has proven to be difficult.
1698,0,1,"It's very easy to set up workflows that just don't make sense, and can hinder the productivity of others."
1752,5,6,Another thing that was disappointing is server backups.
1753,5,6,We find ourselves in a situation where it's very time consuming to backup our instance and clone it for upgrade testing.
1810,0,1,"Configuration for the specific dashboards and views can be a bit cumbersome, but with a JIRA admin it wasn't terrible."
1822,8,9,If you are unfamiliar with Atlassian you might have a difficult time navigating around the tool.
1823,0,1,You may experience issues when trying to create stories and assign out the tasks assigned to those stories.
1870,0,1,"If you have a lot of bugs and enhancements when you are looking at the next sprint of work, sometimes the lists are long enough that it becomes unreasonable."
1911,0,1,"I am not sure if there is a plugin for this or not, but it would be great if we could set a lifetime for issues and have them reported somewhere."
1911,5,6,"I am not sure if there is a plugin for this or not, but it would be great if we could set a lifetime for issues and have them reported somewhere."
1923,8,9,I've never had more difficulty when searching a bug database as I do with JIRA.
1937,0,1,"Dashboard is useful, and evidently editable but the method for editing it is not very clear."
1938,0,1,Sometimes internal linking doesn't work correctly for comments or for descriptions.
1971,0,1,I do wish their were more instances for priority than what is given as options currently.
2015,7,8,"It could use some better notifications and workflows to help keep everyone one informed of the progress of each case, especially if you are the one who originally logged it."
2015,0,1,"It could use some better notifications and workflows to help keep everyone one informed of the progress of each case, especially if you are the one who originally logged it."
2058,0,1,We really really really really need duplicate issue prevention.
2090,0,1,I wish there was some sort of calendar view or a way to prioritize the products on a list more clearly.
2105,0,1,"Sometimes, the comments are added successfully but it still gives error stating there was some error while updating your comment but once you refresh it, you can see the comment right there."
2139,0,1,The agile boards are a bit slow.
2161,7,8,It is the missing feature to custom the email templates for notifications.; It's also missing the feature to have a default description and steps to reproduce template.
2199,8,9,I find it hard to find tickets if I don't know the ticket number.
2199,0,1,I find it hard to find tickets if I don't know the ticket number.
2200,8,9,Searching is not very easy.
2264,0,1,Sprint management requires a lot of knowledge.
2266,7,8,* Random survey prompts feel invasive/unnecessary.
2312,0,1,The agile functionality for scrum is clunky and the burndown chart is not very accurate.
2312,5,6,The agile functionality for scrum is clunky and the burndown chart is not very accurate.
2313,8,9,"Also, not everything is searchable in the UI, specifically around the agile functionality (items added/removed from a sprint) and the database is not intuitive."
2324,7,8,"In case you change something or update something, emails can be send, but this feature can become a real spam."
2325,0,1,"Finally if you manage several projects on the same time, the portfolio solution is a bit light to me and it's not so user friendly especially if not all projects are ""scrum"" like but a mix of ""scrum + kanban""."
2349,8,9,Sometimes you have to click 3-4 different places to find the action you want to do.
2365,0,1,The handling of tasks and sub-tasks is very poor.
2409,6,7,It's very sad that JIRA doesn't have a mobile app.
2410,6,7,"Mobile site also not so great, lot more need to be improved."
2436,0,1,"Once you open a Service Ticket aka Fault Record you cannot change certain fields - if this has been created correctly, with the exception of the service object (in our case), you still have to close it and create and entirely new FR."
2447,0,1,time logging is under developed.
2448,0,1,If you change the status of something to 'done' it does NOT update the remaining hours on a task to 0.
2450,0,1,I still don't understand how you handle stories that get moved to new sprints.; Somehow--the circumstances I still don't understand--all the incomplete tasks do not move to the new sprint.
2452,0,1,"Somehow, items sometimes get left behing, messing up your scores for the sprint."
2478,0,1,It's easy to be in the wrong project so you have to make sure you are looking at the right dashboard when you log in.
2529,0,1,"I don't like that I cannot see the status of my ticket, I am not sure if that is true for everyone or just how my company set it up."
2530,7,8,I would like notifications on when it is being worked on (like the dell help desk tickets).
2580,7,8,I dislike the redundant notifications that are automatically sent when a ticket moves in status.
2581,7,8,The system should have an option to only trigger an alert when the user needs to take action on the ticket.
2592,0,1,creating a JIRA task can be extremely time consuming... and we often end up having to track the time spent creating the actual task!
2593,0,1,it would be simpler if there were just an option for checkboxes for simple tasks and sub-tasks.
2612,8,9,"A few additional search filters would be great (e.g. determine WHERE in the ticket a keyword should be searched for - description, title, comments, etc.)."
2628,0,1,Out of the box support for precise specifications in Agile stories (acceptance criteria) is somewhat weak.
2629,0,1,Traceability of requirements to specifications to implementation is weak - however it has to be acknowledged that it is up to each user community to set it up.
2676,7,8,"3. There is no way to opt out of notifications for an email.; I know that it can be changed in notifications scheme, but we need a way to opt out for a particular email id."
2693,0,1,"For someone who isn't a technical PM, I find that the sprints can be confusing and difficult to manage."
2698,8,9,The navigation is not intuitive.
2708,0,1,"There's very little in the way of checking for redundancies when checking for a bug, so there can be a lot of bugs in there, all reported in similar ways, that need to be dealt with one by one."
2758,0,1,Editing flows is hard.
2760,5,6,Reports are not very useful.; There are no useful examples of how to use sprint reports to gather valuable insights.
2762,5,6,It would be nice to see more stuff like burn-up charts.
2763,0,1,Agile Risk management tools and reports would be great!
2763,5,6,Agile Risk management tools and reports would be great!
2772,8,9,Filtering is tricky and based off of writing SQL-like statements.
2773,0,1,High learning curve with creating dashboards and reports.
2773,5,6,High learning curve with creating dashboards and reports.
2787,0,1,I don't like that I have to move Jira tickets to each column in order to close a ticket or mark it as done.
2788,0,1,I don't like that I need an Admin's help to reopen a ticket if I've marked it closed too soon or if I need to move a ticket back into a different board.
2807,0,1,"Since JIRA is fully based on Scrum, if a story is incomplete at the end of the sprint, it should be rolled over to the next sprint."
2808,0,1,It does not allow to split stories.
2828,0,1,There's a few funky things where you can in-line edit some attributes of an issue but can't on others that I don't like.
2829,0,1,"And, like any project management software it's sometimes possible to lose an issue in the abyss of different statuses and boards."
2842,6,7,I can't digest the fact that it doesn't have official mobile app.
2843,6,7,Third party apps are not at all useful.
2868,0,1,"And so, a growing JIRA instance ends up becoming a performance nightmare of additional plugins for extended functionality."
2906,8,9,"It's easy to get lost in JIRA, and the larger it is and more users there are, the more likely things are to go wrong."
2908,0,1,"At a larger company, with too many hands in the pot, it quickly became the graveyard for many forgotten tickets."
2922,8,9,"I find the filtering set up a bit repetitive, as you have to go through a few before you can get to your project and list of issues."
2923,0,1,Also when a new item is added it does not appear instantly the page need to be refreshed and it seems a logged issue cannot be moved from one project to another.
2954,0,1,"Workflows - because theres such complexity, theres a big ramp up time and large learning curve; therefore, teams are not incentivised to change their process."
2966,0,1,Workflow management can be difficult for new users.
2967,0,1,Also you cannot estimate tasks by default.
2980,5,6,I'm not exactly sure if its an issue with the Jira server that cannot respond with the heavy load.
2992,8,9,"There's way too many options to sort through issues, when I want to find all of my open issues."
2992,0,1,"There's way too many options to sort through issues, when I want to find all of my open issues."
2993,8,9,"I'm part of several ""Project"" groups and I find it hard to actually get to all my option issues sometimes (since sorting by just project doesn't work for me)."
2993,0,1,"I'm part of several ""Project"" groups and I find it hard to actually get to all my option issues sometimes (since sorting by just project doesn't work for me)."
2994,0,1,I wish the drop-down to sort through projects didn't list 'Recent projects' but just the project teams I'm part of.
2996,7,8,"When I go back and forth between JIRA and the Atlassian wiki, even if I've read a comment it shows a (duplicate) notification which is annoying."
2999,8,9,"It still has its issues with ease of use in filtering,."
3051,0,1,Prioritizing tasks on the monthly view with the drag and drop is a pain.
3061,8,9,It can be challenging to navigate and slow occasionally.
3062,0,1,I understand we've got tons of content working in the same account but it would be nice if it didnt take so long to load tickets.
3063,8,9,Sometimes I just want to find a ticket within a project that I'm ALWAYS searching and it resets to search everything.
3063,0,1,Sometimes I just want to find a ticket within a project that I'm ALWAYS searching and it resets to search everything.
3065,0,1,Would like the ability to customize the view of tickets more--What I want to see isn't at the top (above the fold).
3075,5,6,The data isn't really aligned in a way that someone (an exec for example) could get a quick snapshot of what is going on.
3100,0,1,I also wish you could assign tasks to more than one person if there's a collaboration between multiple people.
3101,8,9,This would make it easier to sorting too.
3102,0,1,The issue collector should be fully customizable as well.
3103,0,1,I wish you could create custom fields and make certain fields required.
3114,0,1,Examples include: Project Categories have no immediate purpose except to group the projects while viewing the All Projects view as a user only.
3115,0,1,Another example is the lack of certain functionalities such as linking events so that notifications or other actions can be tied to built in functionality such as linking to another issue.
3139,5,6,I dont like the reports and its formatting.
3156,0,1,"A few more default options for customizable KPI / Dashboards would be nice, but that's easily addressed by addons."
3164,0,1,The two minor pain points are that cases open in a right bar when using a sprint board (I'd rather they automatically open in new tabs); and I often have issues pasting in unordered lists -- I formats the line spacing wrong almost every time.
3165,6,7,"I am also not a fan of the mobile version of the site as it has limited functionality compared to the full site, and issues show reduced information."
3176,0,1,1. The hours remaining on a story is not visible from the board.
3178,0,1,"2. Even if the story is closed, the subtasks remain open unless its explicitly closed."
3179,0,1,3. It would be nicer to have a display on total hours and the total remaining hours of tasks in the sprint.
3180,0,1,4. Should have a feature to custom clone a story.; I might not want every tasks in the story to be cloned when I clone a story.
3182,0,1,"5. When the subtasks are not hidden, the board looks cluttered."
3246,8,9,Some features can often be difficult to find.
3248,0,1,"Setting up your projects and dashboard can occasionally be cumbersome, but once learned will be invaluable."
3304,8,9,I think searching for particular keyword is bit of complicated and results are not so good.
3305,5,6,I think Jira Api should be given more preferences since manual work will be reduced.
3319,6,7, Lack of an official mobile app.
3386,8,9,Whenever I am customizing JIRA it feels like I am navigating a maze.
3387,8,9,Because there are so many customizations available it is not always easy to find what I am looking for or how to change it.
3390,0,1,"In addition, you can only have a single priority scheme across all projects."
3391,0,1,"There is no way to change priorities per project, which is annoying when IT teams and business teams are both using the same tool (e.g. a priority of Blocker doesn't make sense to a Marketing team)."
3434,5,6,I'd like to see more integration features for marketing specific users.
3479,0,1,Time tracks does not make time tracks so easily.
3515,8,9,"Search is highly complex and not intuitive, and search results are retrieved in no discernible order, though you are able to order them as you like."
3525,7,8,It would also be useful to have a settings that controls the types of notifications that get sent.
3541,0,1,"Tasks take inherently longer to put in, don't update easily based on due date, it's challenging to 'snooze' tasks, and inevitably tasks muck up my sprint and product backlogs."
3566,0,1,Problems with session expirations when writing and posting long comments.
3604,5,6,"Its LDAP integration isn't nearly as good as Confluence, which is also developed by Atlassian, and that can make importing your existing users and groups a pain."
3605,0,1,"And for quick, simple tasks, it can generate more overhead than those tasks need."
3623,5,6,Some of the available charts are not very informative and could be excluded from the product for more clarity.
3632,5,6,"This may be how we have JIRA set up but I find reporting on time difficult, we have to manually adjust the remaining time on tasks to be able to get the burndown chart working as we want it."
3688,0,1,Reassign/Reopen features seem a bit redundant.
3733,8,9,Sometimes I find using the quick filters to be bit confusing but I probably just need more practice.
3752,0,1,There should be an easier method for creating releases and/or subprojects.
3753,0,1,"Also, it's hard to subtask each JIRA efficiently, and provide estimates."
3763,8,9,It can be difficult to navigate in a large company with multiple projects.
3764,8,9,"While there is a user page for you, it's hard to get to a task board unless you have the specific url for it."
3788,0,1,"when you have large Jira boards, moving tickets and making changes can becomes slow."
3789,0,1,"The workaround i have found for this is when you have hit a critical mass of size for a board you should probably be breaking it down into smaller boards, but really it should just be able to go faster."
3790,6,7,"Also, the ""mobile browser"" version is pretty bad, it basically puts you into read only mode."
3793,5,6,"Hosting can be a pain when you have to manage your own server, however it gives you the flexibility to do more things."
3803,0,1,Creating dashboards seems to be hard for me.
3843,0,1,"When clicking a task from the agile board it opens it up on the right panel, but in a limited view and on a small space (even on a 27"" monitor!)."
3853,8,9,"It's barely searchable, it's not user friendly on the entry end, and the interface is outdated and ugly."
3866,5,6,"Following can be improved. 1. Assign a JIRA Issue/Enhancement to multiple people. 2. Track the Status with Timeline (like a graph indicating when a praticular issue is created, assigned, worked upon, resolved, Tested and Implemented in Stage and then Prod, Closed )."
3902,0,1,"The dashboards could be better, but that's about jt."
3910,0,1,Easy to get distracted with multiple fields and duplicating information in a JIRA ticket or a bug report.
3952,8,9,The navigation isn't super intuitive and it's not easy to find your way around.
3954,7,8,Emails could be much better.
3967,5,6,Our tools aren't integrated properly with the products we use for project management.
3980,8,9,Cumbersome options menu that can be difficult to understand and navigate.
3992,6,7,Not much but the mobile experience of it could be better.
4008,0,1,"Cant reply on comments,."
4009,5,6,Lack of integration with MS OFFICE.
4010,5,6,"import/export to excel, word format required."
4047,0,1,No dislikes - more like tweak requests - add a little bit more permission schemes around workflows.
4068,5,6,JIRA prevents the piping of information out of the program.
4069,0,1,"As a result, if bug STATUS is being tracked separately from a higher-level program update, there has to be multiple spaces updated rather than one action that impacts other spaces."
4108,0,1,Multiple tasks seem messy.
4109,0,1,Dragging wizard in Dashboard can be more precise.
4126,0,1,Sometimes it's hard to track down and short through different issues on Jira.
4126,8,9,Sometimes it's hard to track down and short through different issues on Jira.
4127,0,1,"This may be because they are trying to tackle many different use cases at once, but overall it feels a bit discombobulated."
4153,5,6,Do not have capability to customize the Agile Sprint's set of fields that are displayed in the Reports (Sprint / Burndown Charts).
4155,5,6,Cannot drill-down on individual level for Hours burnt down chart.
4201,0,1,A bit difficult to work with scheme and the workflows.
4210,0,1,At first the entry fields confused me.
4243,8,9,We are not able to search issues based on a previous status.
4245,5,6,Not easy for reporting.
4268,0,1,Will be good if it had an option to upload code review.
4281,0,1,I'd like to see more unity in the workflow schemes.
4314,0,1,One thing I have found that is lacking is the ability to associate stories/issues with one or more actual software releases.
4316,8,9,"Primarily, I'd like to be able to find all issues that have been closed/resolved since our last release."
4360,0,1,The setup of the workflow was a bit cumbersome.
4361,8,9,Sometimes the search methods was awkward and not fast if certain words were not worded correctly.
4382,0,1,The way sub tasks works makes it a bit to do sprint planning if the creator of the ticket didn't set up the ticket correctly and used the sub tasks incorrectly.
4390,8,9,can be somewhat difficult to find relevant issues.
4407,7,8,"Unfortunately there were consistent bugs - most importantly emails that would be consumed by Jira with no ticket or notification, causing tickets to go completely unaddressed."
4418,8,9,there are certain features that are hard to find without having prior training.
4426,8,9,I don't like that everything in the search functionality is done in unix.
4446,0,1,It's not very easy to track changes to the workflow in JIRA and changes to the status of JIRA tickets.
4494,0,1,There is a size limit to the attachments to add to a ticket which restricts the task.
4537,0,1,I couldn't find out a way by which we can link a testcase with a bug.
4547,0,1,"Sometimes you have to go into detailed views to make edits, which takes a lot of time."
4614,7,8,I wish that Hipchat provided read receipts.
4630,0,1,"Due to how configurable it is, JIRA can have a bit of a learning curve in order to get a complete workflow figured out."
4638,8,9,Sometimes it is difficult to find tickets vs bugs vs creative requests.
4639,8,9,I would love to easily identify these just in one screen.
4674,8,9,Also would like automatic sorting of the backlog based on dates.
4706,6,7,"The iPhone app seems limited compared to the web version, which is not uncommon for iPhone versions of various software."
4716,0,1,The test case and requirement not covered.
4730,0,1,"Prioritization functionality could be better, for instance being able to add a time due in addition to date, or perhaps automatic reprioritization as the due date gets closer."
4739,7,8,Notifications could be better.
4740,7,8,"Even if you add someone as a watcher to an issue, they won't always receive email notifications when things are changed."
4781,0,1,"But if in each process, lake development, review, testing, we can assign to multiple people, that will be good."
4825,8,9,Sometimes it can be a little difficult to navigate.
4834,0,1,It would be nice if ticket creation defaulted to a more simple look and feel.
4847,7,8,with some of the custom fields and values cannot get them to be included in the emails notifications unless you edit jira code.
4905,7,8,Emails are overwhelming.
4922,8,9,1. Search feature is not very effective.
4931,7,8,too many emails - it sends emails every time and I'm wondering if people read them.
4938,5,6,I don'y see any option to dislike it.This product is having soem report issues.
4947,0,1,the way to close a user story has many steps.
4971,6,7,When I'm trying to view a Jira ticket on mobile it's become a real headache.
4980,6,7,license fees can be reduced and it can be made avaliable in mobile and tab and other devices to be used so that more people can access across devices.
4991,5,6,So I need to be able to adapt the systems to my situation and other tools.
5008,8,9,Sometimes I feel like I'm wandering around in a circle before I get to the screen I'm looking for.
5048,6,7,It doesn't provide mobile app.
5049,5,6,"You can use smart commits, but can't create custom branches in github."
5059,5,6,I dislike the inability to integrate with other source control solutions.
5070,0,1,Don't default comments to public.
5078,0,1,Sometimes required fields are not relevant and hard to determine if it is really needed or not.
5095,6,7,should have mobile app too as well as it should have little better configuration options.
5106,0,1,Some of the dashboards are not as perfect as they could be.
5107,0,1,Also some of the agile features are not as mature as they could be.
5121,7,8,"Many times collaborators don't get the emails that notify an action on their part is required, and that leads to confusion and delays."
5135,8,9,I feel like it could be a little easier to share filters with others (there have to be specific permissions and I find that it becomes complicated at times).
5197,5,6,I think it can really do better in terms of reporting etc.
5205,0,1,Need to improve the interface at times for kan ban .. sprint interfaces tracking and also looking at time estimates overall to reflect those takss that team members have added.
5261,5,6,"The site is a little bit slow, and hard to integrate some plugins."
5279,8,9,"It is easy to get lost in the software, but always relatively easy to get back to the home screen."
5303,0,1,"Trackability can still be a bit confusing but overall, I can locate tickets and track them while they're open."
5314,0,1,Unable to add or edit my comment after the ticket was closed.
5366,0,1,With a lot of people with their hands in a single workflow it can get tedious at times.
5373,0,1,One main problem I came across is a single issue or a ticket cannot be shared by many.
5374,0,1,For this purpose having multiple copies of the same ticket seems cumbersome sometimes.
5398,0,1,Filling in the fields is confusing when creating a new JIRA ticket with this tool.
5428,5,6,it seems difficult to visually show timelines.
5436,0,1,"When you create a task, there is no option to add directly in the current backlog/release."
5447,6,7,Maybe the mobile version which is not on point for me.
5482,0,1,If I make an edit to ticket content and leave the box everyone gets and email even if I need to make more changes.
5482,7,8,If I make an edit to ticket content and leave the box everyone gets and email even if I need to make more changes.
5501,5,6,I find the ability to leverage the API or schema really difficult to import into other reporting softwares.
5512,0,1,Tickets can be written and then forgotten about.
5520,0,1, Very slow attachement.
5538,5,6,"JIRA is not as good for document sharing, but that's not what it's supposed to do."
5539,0,1,"Also, the documentation on Epics and Stories is sparse."
5546,8,9,It's a little hard to navigate when first using.
5554,5,6,"We use hipchat,JIRA and Source Tree but there is no good way to integrate salesforce."
5569,0,1,Workflows are not the easy to configure and requires some experience in configuring it.
5579,0,1,Not happy with the way subtasks belong to parent tasks are organized - we create subtasks as jira issues and I find it annoying that we cannot take an existing jira ticket and make it a subtask for another jira ticket.
5580,8,9,"It can be a little confusing finding the dashboard you want to view - there are links for each ticket to see the issues for a release or project, but sometimes clicking on a link takes you somewhere other than you expected."
5602,0,1,I'd like a more attractive user interface and to see the date on which new assets are added.
5602,5,6,I'd like a more attractive user interface and to see the date on which new assets are added.
5603,0,1,Sometimes multiple assets have similar titles and that can become confusing.
5640,7,8,Delayed emails on status updates to ticket.
5646,0,1,"Some of the fields in JIRA are redundant, and I often find myself putting in my name or date of desired completion multiple times."
5654,0,1,The dashboard is not as informative as its supposed to be.. There are certain work items that I created and have updates on it such as comments and status; the dashboard does not displays those.
5661,8,9,"Sometimes it's impossible to find what you're looking for, also too many emails."
5680,0,1,Jira makes iit very difficult to easily organize and prioritize tickets.
5717,7,8,I wish there's an automatic reminder of all open issues weekly.
5769,8,9,It is sometimes difficult to find the features that I am looking for.
5776,0,1,Need a better way to manage current release for query/dashboard.
5828,5,6,the UI is ugly and you cant export all issues at once.
5829,5,6,Also they have no data loader tool so importing user stories from excel sheets is a headache and not easy.; they should make it more easy like salesforce's data loader import tool.
5862,7,8,stop sending mutliple emails for same updates.
5869,0,1,I don't like too complex workflows and permissions management.
