71,"It's not free, and if you are dealing with a project that already lives on GitHub, you may as well just use the built in bug tracking system there.",0
72,"Where JIRA shines is where you have some custom workflows and such you want to use, which can be a pain to maintain.",1
73,Recommendations to others considering the product.,0
74,"GitHub has a great built in issue tracker, and integrations like Waffle for project management.",0
75,"If you're already using GitHub, and don't need to have a different level of visibility for the code and the issues, use GitHub.",0
76,"If any of that isn't true, give JIRA a serious look.",0
77,What business problems are you solving?,0
78,What benefits have you realized?,0
79,The best use case for JIRA is to expose an issue tracking system to 3rd party developers.,0
80,"This lets the community submit bugs and features, but it also has a really nice voting system that lets the community help you rank and prioritize things that are important to them.",0
81,"JIRA also has a nice system for setting who can see what, so partners with access to special betas or private APIs can use the same system without exposing data to everyone.",0
82,What do you like best?,0
83,Things that are great about JIRA:.,0
84,- great keyboard shortcut support !!,0
85,#NAME?,0
86,#NAME?,0
87,#NAME?,0
88,#NAME?,0
89,What do you dislike?,0
90,"The heavy customization can come with a maintenance burden, especially in a very large IT shop with multiple divisions, leaders, administrators, etc.",1
91,It can really sprawl.,0
92,Assign JIRA ownership to one group in IT (likely QA) and vett all configuration changes through a central group.,0
93,"Otherwise things can get out of control (dozens or hundreds of workflows, screen schemes, notification schemes, etc etc).",0
94,Recommendations to others considering the product.,0
95,"Decide who will own, administer, champion, and maintain the product.",0
96,"Don't allow the customization to sprawl endlessly, driven by vastly different groups.",0
97,"Centralize, consolidate, homogenize wherever possible instead of creating additional customizations.",0
98,What business problems are you solving?,0
99,What benefits have you realized?,0
100,"Our IT shop depends on JIRA to log, track and resolve many types of issues.",0
101,"Bugs, enhancements, problem reports, business process issues, etc.",0
102,"A properly configured JIRA instance can really help communication among developers, QA, and business stakeholders.",0
103,What do you like best?,0
104,Good issue tracking tool with user management possibilities.,0
105,Can create and assign priorities to track your issues from backlog to sprints.,0
106,You can add customizable fields as necessary.,0
107,What do you dislike?,0
108,It isn't entirely intuitive.,0
109,Some of the dashboards and UI can be difficult to learn how to use.,0
110,"If you are only a casual user of the service, it can feel more time consuming and difficult to use than otherwise merits the effort.",0
111,Recommendations to others considering the product.,0
112,Make sure that all users understand how the team is planning to use and implement JIRA.,0
113,This is helpful for all software that will be used.,0
114,"If a new user is being added to the team, give them a training.",0
115,What business problems are you solving?,0
116,What benefits have you realized?,0
117,We needed a tool to track issues with regard to software builds and assign investigation to different team members across varying locals.,0
118,This was a helpful tool to help keep all of the information together.,0
119,It's nice to be able to go back into the histories and understand what decisions were made and how certain issues related to each other.,0
120,What do you like best?,0
121,I like the ability to plug many different programs into JIRA.,0
122,It is an easy place to keep everything for managing projects in one place.,0
123,I like the easy hierarchy and the ability to tag team members in user stories or tasks.,0
124,What do you dislike?,0
125,I don't like the fact that sometimes it doesn't quite seem geared for agile.,0
126,The configuration can make it hard to set up a project so you can see meaningful results and insights.,1
127,Recommendations to others considering the product.,0
128,This is a great product.,0
129,Make sure you take some time to learn the product before you jump in.,0
130,"While it is easy to use, it is really important to sit down and take some time to learn all of the features.",0
131,"Features such as components are really interesting and important to know, but I think are probably often overlooked.",0
132,What business problems are you solving?,0
133,What benefits have you realized?,0
134,I am solving the problem of managing projects in JIRA.,0
135,One of the huge benefits is accountability.,0
136,"You are able to track everything, and see when tasks and work has been completed.",0
137,What do you like best?,0
138,"Jira takes project communications, issue tracking, and task tracking, assignment and management out of email and puts in a pretty easy-to-use and incredibly powerful UI.",0
139,Our team has recently gotten into the (good) habit of communicating via comments in tickets whereas we normally did that in emails.,0
140,We all know how finding something in a year goes in your inbox - painful.,0
141,Finding something in Jira is simple - and that is one of the things I love the most - discoverability of the information.,0
142,What do you dislike?,0
143,"This might seem odd, but Jira might almost be too configurable.",0
144,"Crazy, I know.",0
145,"The trick is nailing down the workflow that you use - that is the custom steps you use such as open, in progress, in review, testing, user acceptance.",0
146,"It might take a while for your team to figure out your workflow, but that's just part of the learning process.",0
147,Recommendations to others considering the product.,0
148,Confluence will give trial licenses and let you test their products.,0
149,Take advantage of this and give Jira a spin.,0
150,What business problems are you solving?,0
151,What benefits have you realized?,0
152,"Like I mentioned earlier, we are learning to use Jira to track project issues, tasks, and bugs in Jira instead of in emails.",0
153,This has already come in handy in less than a year with needing to go back and quickly search for something that you know you ran into in another project.,0
154,"We typically try to get all of the major tasks for a project into a Jira project before we start work, track all of our tasks during work, then track issues during testing, client acceptance, and knowledge transfer, all the way up to project closure.",0
155,What do you like best?,0
156,It is easy to create and track tasks and gives good visibility of what everyone is working on.,0
157,When we plan our sprints it's nice to see the estimated time totaled for each person.,0
158,It helps us shift tasks around to make sure everyone's workload is manageable.,0
159,What do you dislike?,0
160,Jira has almost too many features.. it takes a while to get started and figure out how to use it.,0
161,It's possible we don't have it configured properly to match our development process so this may be a human error sort of thing but an intuitive tool shouldn't take an expert to set up and figure out.,1
162,"It is very focused on agile development, which is great for development teams but for our company we have to use a different project management software for the other teams (marketing, sales etc...).",1
163,I haven't found a suitable integration into our other tool which makes it a bit hard to jump between the two.,1
164,Recommendations to others considering the product.,0
165,"Jira is a very robust tool and has lots of features and integrations, however, it's not very easy to set up and requires someone with expertise to get the team up and running.",1
166,What business problems are you solving?,0
167,What benefits have you realized?,0
168,We use Jira to plan our development sprints.,0
169,We track tasks and bugs in Jira and it gives us good visibility over the development team.,0
170,What do you like best?,0
171,I like JIRA Agile a lot because it give you modern tools for project management.,0
172,Also like OnDemand solution because it provides full experience with hot fixes and patches deployed right when available and you shouldn't have DevOps engineer to apply all these patches.,0
173,I found that atlassian try to adjust UI every month and always introduce small but very useful features to their product.,0
174,LIRA is always evaluating and provides latest experience from Agile community.,0
175,What do you dislike?,0
176,I dislike plugin structure and way of using it.,0
177,Writing your own plugin isn't as easy as it can be.,1
178,Also installing them on OnDemand version a kind of tricky.,1
179,Atlasssian provides entire library with many of add-ons but it's hard to find real great which you will use every day.,0
180,Except probably for Tempo - this one I can recommend.,0
181,Add-ons become outdated pretty fast because they supported but third parties and Atlasssian updates Jira version a lot.,0
182,Recommendations to others considering the product.,0
183,I know that a lot of people hate it because find JIRA a kind of complex and that's true.,0
184,But if you have big team and/or custom workflow - Jira can help you make solid process and workflow.,0
185,What business problems are you solving?,0
186,What benefits have you realized?,0
187,"Project Management, Bug Tracking, Scope Control, Risk Management, OnTime delivery can be solved with JIRA.",0
188,"Customer support, HelpDesk - another great examples what can be solved with JIRA.",0
189,Almost all workflows and processes around Agile can be used with this tool and this is real benefit.,0
190,What do you like best?,0
191,"Having used a variety of issue tracker applications in the past, JIRA was how I always hoped other products worked.",0
192,"What comes ""out of the box"" is already easy to use and works well in most company workflows.",0
193,Best parts of JIRA:.,0
194,* Intuitive UI that offers a variety of ways to show issue and project status.,0
195,* Multiple levels of taxonomy and organization for each issue type.,0
196,* Web-based app.,0
197,* Integrations with other Atlassian products.,0
198,* Ability to tag others in comments.,0
199,What do you dislike?,0
200,"The major issue I have with JIRA is a common one across this whole eco-system, which is the inability to share tickets across more than one assignee.",1
201,"While this is a contentious workflow, since some people feel that there is no way for people to work on the EXACT same issue, I personally see a value in being able to assign a ticket to multiple people.",0
202,"At the very least, ""epic"" style issues should be able to be assigned to multiple people.",1
203,"For JIRA specific issues, I am not satisified with their small-screen design.",0
204,"The majority of the functionality is not there, and the overall view is buggy and hard to use.",1
205,What business problems are you solving?,0
206,What benefits have you realized?,0
207,"Using JIRA I have been able to not only keep track of all the things that I, and members of my team, are working on, but it is a great tool to organize the thought process when tackling large projects.",0
208,"Our agile workflow is easily parseable by using the built in agile view, which helps keep our burndown on target and our velocity on track.",0
209,"Overall, using JIRA helps us to be able to know who is working on what, how much effort is required, and what is top priority across teams.",0
210,We have noticed an increase in productivity and cross-team knowledge transfer from integrating JIRA in all our workflows.,0
211,What do you like best?,0
212,"Something I really like on Jira is the flexibility it provides, becoming very helpful for whom work with multiple types and sizes of projects.",0
213,"You can customize screens, fields, workflows, share configurations between projects, import issues from Github, smart commits, and the killer one (according to my needs): Boards with multiple projects.",0
214,"I can have a board for each project, or a board with multiple projects, making easier to plan my week since I have to switch between different projects daily.",0
215,Another great feature (the best one among other PM services I have tried before) is its powerful search.,0
216,You can create very complex queries in a kind of SQL syntax if you want.,0
217,Which allows to apply bulk actions in the result of the search.,0
218,What do you dislike?,0
219,"In the cloud version, it can become a little bit slow sometimes, and you can't select more than one item in the search result.",1
220,"You still can run bulk operations for all the returned items, but can't select a few... just one.",1
221,Do not provide a mobile app.,1
222,Recommendations to others considering the product.,0
223,"The Github integration is great, but it is not fully supported like Bitbucket.",1
224,"You can use smart commits, but can't create custom branches right from Jira's interface.",1
225,What business problems are you solving?,0
226,What benefits have you realized?,0
227,Manage multiple projects in parallel in a very organized way.,0
228,What do you like best?,0
229,JIRA is a great online planning and tracking tool to run software development with several teams in real-time.,0
230,"Very helpful in an Agile development process: design, product, engineering.",0
231,Particularly helpful with syncing and tracking development with remote teams.,0
232,"A well-rounded tracking tool for project planning, estimation, generating epics, stories, assigning tickets, and real-time collaboration on issues such as image uploads and commenting.",0
233,What do you dislike?,0
234,The user interface could be better.,0
235,Overall design leaves a lot to be desired.,0
236,Recently updated with some user experience improvements but it still requires a bit of a learning curve to get fully up to speed on all features and functionalities.,0
237,Recommendations to others considering the product.,0
238,"It's a well-rounded online tool with a lot of helpful features for software development particularly suited for Agile software development: generating tickets, tracking Epics and user stories, assigning tickets, project estimation, project planning, time tracking, Scrum, Kanban board.",0
239,"It has lots of available Add-ons and one can also upgrade the workflow with Confluence, Bitbucket, HipChat, and hundreds of other developer tools.",0
240,What business problems are you solving?,0
241,What benefits have you realized?,0
242,"Very helpful in enterprise/ general software development process: project planning, backlog, Agile board, generating tickets, tracking issues, Kanban board, scrum process, assigning tickets, uploading screenshots and commenting on tickets, reports and releases.",0
243,What do you like best?,0
244,"It has almost all the features i need, and once its setted up using it is almost trivial.",0
245,What do you dislike?,0
246,How much I need it.,0
247,"The interface is a mere juxtaposition of features, it is completely filled with buttons and options you don't need all the time thus being extremely hard to find the ones you do want.",1
248,"The whole systems looks like a legacy one, the UI is rather old resulting in an awful UX with clunky processes and several steps to perform simple actions.",0
249,"Also, it has a huge learning and configuration curve, it takes a long time to understand/administrate the system and chances are that users end up experiencing traumatic heisenbugs.",1
250,Recommendations to others considering the product.,0
251,"You don't like it, but you need it.",0
252,Regretfully is the best solution outside.,0
253,What business problems are you solving?,0
254,What benefits have you realized?,0
255,"Project management, issue tracking.",0
256,Jira has helped us by storing and organizing all the tasks we needed to run our company and we've been able to set goals and execute sprints on top of that.,0
257,What do you like best?,0
258,"While there was a steep onramp to using the ALM suite overall, I found that after some moderate training and consistent use, I was quickly able to become comfortable with ALM overall and specifically, JIRA.",0
259,"JIRA is leaps and bounds above the tool I used as its predecessor, which was the archaic and often painful ClearQuest.",0
260,I still use that tool for some legacy work but vastly prefer JIRA now that I have learned the basics within it.,0
261,"JIRA offers so many specific, detailed features that even after 2 years of use, I feel I have only scratched the surface of how it can be utilized.",0
262,What do you dislike?,0
263,There was an incredibly steep learning curve for ALM overall but specifically for JIRA.,0
264,"Even with a relatively longterm background with simple code and commands, many users (including myself) found it hard to intuitively navigate through the multitude of options available.",1
265,"This is both a benefit and a cost of JIRA, in that it offers so many features and options.",0
266,"Once you become well versed and comfortable navigating through the options you use most often, all of these additional features become extremely valuable.",0
267,"One huge downside that I have realized is that when you work on a large scale program, the ALM Messaging alerts become annoying and then irrelevant.",1
268,"Many users have so many messages on a daily basis that they have completely stopped using this feature, which is very unfortunate, because if these problems were addressed, it would be very valuable.",1
269,Recommendations to others considering the product.,0
270,Take your time learning how to use the tool.,0
271,"Adopting an experienced mentor who is already using the tool, and in the ways you will use it, is probably mandatory.",0
272,"Even with detailed training, both CBT and ILT, most users needed a lot of additional assistance to become comfortable with the tool and all the options.",0
273,"However, once comfortable, it is incredibly valuable.",0
274,What business problems are you solving?,0
275,What benefits have you realized?,0
276,"As mentioned above, I have mostly transitioned from ClearQuest to JIRA, aside from some legacy tracking.",0
277,"While there was a steep rampup, not only to use the tool but to set up all the correct data initially, the value that JIRA adds over its predecessor is incredible.",0
278,"The ability for JIRA to interact with the other ALM features, in addition to email/tagging/etc is extremely valuable.",0
279,"In addition, the ALM messaging system is an easier way to alert users of references and action items.",0
280,"We are also able to use options such as burndown charts, staffing projections, and project management with expanded features that were never even a consideration with the predecessor tools.",0
281,The ability to create dashboards with a vast variety of widgets is also an area I continue to learn and it has become increasingly valuable as I learn these details.,0
282,What do you like best?,0
283,The team in which I work had played around with the idea of using Agile Jira for a bit but I was the first one to really go ahead and implement it in a useful way.,0
284,What do you dislike?,0
285,"If you're not using an agile work flow, this is probably not the best solution, as you can imagine from the name.",1
286,There's also a tendency to spend a lot of time documenting and putting information into Jira instead of actually doing the work so the user needs to be consciously making sure not to go ovverboard with the Jira usage.,0
287,Recommendations to others considering the product.,0
288,"Best used in conjunction with other Atlassian products, this really works best if you use Agile Jira with Confluence for example.",0
289,"That way when you want to create wikis and more general documentation, the seamless linking between the products really works well.",0
290,What business problems are you solving?,0
291,What benefits have you realized?,0
292,"I deal with production support and needed a good way to tag people for help, to track the progress etc.",0
293,It's really excellent for that purpose.,0
294,What do you like best?,0
295,We use hosted cloud version of JIRA so set up was painless.,0
296,It's quick and easy to get projects set up and you can use the features to the level that suits you.,0
297,For some projects it's just a easier and more convenient way of keeping track of tasks than email.,0
298,"For larger projects the ability to set schedules, assignees, priorities etc gives a far greater level of control.",0
299,"JIRA Capture is fantastic as it allows the design team to take and annotate screenshots of bugs or changes, or the dev team record issues with the websites we work on.",0
300,What do you dislike?,0
301,Occasionally it can run a little slowly in the browser.,1
302,I'd love to be able to have template projects that automatically add tasks that are common to all projects.,1
303,Some less technical users may find it hard to use at first.,0
304,Recommendations to others considering the product.,0
305,"Take some time to get to know the software, set up a dummy project and play with various settings to see what they do.",0
306,Check the marketplace for useful integrations with other software that you use.,0
307,We have Tempo planner installed and JIRA capture is fantastic.,0
308,What business problems are you solving?,0
309,What benefits have you realized?,0
310,We use it to keep track of tasks and bugs in software.,0
311,We have far better visibility with JIRA and able to respond faster.,0
312,It also helps with longer running internal projects where we can collect ideas and thoughts to be integrated into our systmes long term.,0
313,What do you like best?,0
314,"1) The ease of creating epics, user stories and tasks, dashboards and access rights.",0
315,"2) The project story-board, tracking charts and queries.",0
316,4) Flexibility to design workflow project wise.,0
317,5) Provision for automatic action on tasks and user stories.,0
318,What do you dislike?,0
319,Look and feel comes to mind.,0
320,I spent a lot of my time working on JIRA and I wish I could make it more lively.,0
321,I think a feature that I would like to addressed is the issue of duplication.,1
322,"In a big team, it is quite often a possibility for different QA's to raise same issues hence causing the duplication error.",0
323,"I wish there was a feature of auto-fill facility , something which we have in Stackoverflow or Jira Query writer.",1
324,Recommendations to others considering the product.,0
325,It is said that initial installation of JIRA is time-consuming and cumbersome.,1
326,"However, past that point, JIRA will prove all the efforts worth the experience.",0
327,"In a large establishment where project management has a different meaning as per the responsibilities and nature of the job, JIRA proves to be efficient and accomplishes work for employees at each level, from CXO to the developer.",0
328,What business problems are you solving?,0
329,What benefits have you realized?,0
330,I was working as a developer for a fin-tech company.,0
331,"Before JIRA, there was a very complex tool being used for team and project management.",0
332,JIRA proved to be a very convenient transformation from that tool and made project-tracking and hence accountability much easier.,0
333,The teams were much more motivated to account for time spent on tasks as it became easier to do and they could visualize whole team's effort through burn down charts for the sprint.,0
334,What do you like best?,0
335,JIRA is an easy to use task management system.,0
336,It is perfect for the agile approach to software engineering and allows for quick management of large projects.,0
337,For the average user it is a great place to compile all the tasks and split them up per person and and per sprint or category.,0
338,"The UI is also easy to use, but thoroughly extensive when it comes to options available.",0
339,What do you dislike?,0
340,JIRA can be a little difficult to get the hang of at first and does require constant attention when developing a large project.,0
341,Adding more people and more filters can be cumbersome at times and a few of the UI screens can get messy real quick depending on what you have displayed.,1
342,Recommendations to others considering the product.,0
343,I recommend using JIRA for large project management in a professional setting.,0
344,It is easy to use and setup and will save you a lot of hassle in the end.,0
345,What business problems are you solving?,0
346,What benefits have you realized?,0
347,JIRA allows us to maintain and organize a large mobile game project in one space.,0
348,It is great for keep track of tasks over a large period of time and ultimately helps us develop software even faster than before.,0
349,What do you like best?,0
350,Jira enables you to see what is going on for an entire sprint for every member of the team.,0
351,"You know the status (ready, in progress, in review, acceptance, done) of any project at any given time, for any team member.",0
352,"It helps you ""Flag"" where there are holdups, so delays (usually on the client end) don't cause real hold ups in workflow.",0
353,What do you dislike?,0
354,It can be glitchy and it takes a lot of work to set up initially.,1
355,We had a consultant help us which was very valuable.,0
356,Each monthly release planning is also very time consuming for the Product owner.,0
357,Recommendations to others considering the product.,0
358,Get help onboarding if you need it or you won't find it as affective and be frustrated.,0
359,What business problems are you solving?,0
360,What benefits have you realized?,0
361,Increased productivity and efficiency.,0
362,"We are no longer held up if there are issues, and things get taken off of your mental and tangible ""to do"" once it's an impediment.",0
363,We also have a stronger handle on our team's capacity and know when it's close to being at max.,0
364,What do you like best?,0
365,Easy way to combine bug tracking with requirement management.,0
366,I started using JIRA 5 years ago only for issue tracking and linked it to my QMetry Test Management software.,0
367,"Back then they had an agile plugin called ""Greenhopper"" which was nice, but not yet fully integrated.",0
368,"A few years back Atlassian bought Greenhopper and rebranded it as ""JIRA Agile"" and we started using it for product planning.",0
369,What I really liked about this was my ability as a product manager to see what was in development and to track the progress of both development and QA.,0
370,Since a lot of people use JIRA for competing purposes it is important to have tight control on permissions.,0
371,JIRA provides that.,0
372,"To be honest 5 years ago the Admin was very confusing, but it has gotten much better as the years have progressed.",0
373,What is clear is that the control is very good.,0
374,We have over 50 separate projects now with over 500 users.,0
375,"Some projects require strict security, others are shared between... What do you dislike?",0
376,The Agile board often crashes.,1
377,"This is caused due to a fairly large backlog, but a backlog I feel is well within reason based on my experience.",0
378,Custom fields have been a source of pain.,1
379,Fields are shared between projects and with a seemingly unlimited number of UDFs we have a lot.,0
380,It is not uncommon for a new field to crop up in an existing project.,1
381,Sometimes it is even mandatory!,0
382,"I think this is largely just bad administration, but having done a bit of admin for the tool myself I can say it was not always intuitive.",1
383,Thankfully I feel it is getting better.,0
384,Emails- way too many!,1
385,"You can turn off emails, but I don't want to do that.",0
386,I want emails I just don't want too many.,1
387,JIRA made it so that developers could quickly make updates for each field rather than opening an edit window.,0
388,"Sounds good, right?",0
389,In practice it sucks.,0
390,Many days I get over 100 emails relating to just a handful of issues.,0
391,Worse Outlook doesn't group the emails!,0
392,Sifting through the emails to... Recommendations to others considering the product.,0
393,If you are not sure if JIRA is right for you then spend $10 to get a 10 license copy.,0
394,Use that with one project and see how it goes.,0
395,What business problems are you solving?,0
396,What benefits have you realized?,0
397,In the past I often had to write Product Requirement Documents (PRDs) which were usually outdated as soon as they were printed.,0
398,"What made matters worse is the engineering often didn't reference the PRD once development started, and a few times QA never even saw the original doc.",0
399,They would pass or fail features without really knowing the user story.,0
400,"And if they failed something engineering often said it was ""as designed"".",0
401,Without anything to disagree with that statement the feature would often be passed and I would end up catching it late in the process- sometimes too late.,0
402,We moved our requirements to JIRA 5 years ago and eliminated the above problem.,0
403,The comments in JIRA keep communication clear between all groups.,0
404,Comments can be in rich text and can included pictures and mockups.,0
405,A couple of years ago development fully embraced Agile using the JIRA Agile add on.,0
406,This improved communication in development and kept us on...,0
407,What do you like best?,0
408,The almost real time updates and change logs are very helpful when multiple people are working on the same project.,0
409,The linking between different items is helpful (see note in dislikes) to get a better sense of the bigger picture.,0
410,What do you dislike?,0
411,Can be difficult to navigate between multiple linked bugs/stories without losing track of where you started and opening multiple browser tabs.,1
412,"When creating a new item, it can be easily lost if you don't navigate to it right away.",1
413,"May be based on organizational setup, but there fields that should allow a user entry if one of the drop down options does not apply.",1
414,Searching can be difficult without specific training on how to use the tool.,1
415,Recommendations to others considering the product.,0
416,"Helps in planning agile development, allows development and product teams to communicate effectively.",0
417,What business problems are you solving?,0
418,What benefits have you realized?,0
419,Tracking software development cycle.,0
420,Allow members of teams other than development to submit Ideas and Bugs to enhance the software.,0
421,Makes all of the information available to more people and reduces duplicate efforts.,0
422,What do you like best?,0
423,"Jira tool is offering a lot of functionality by default to follow development task, and by all plugin available, you are able to manage nearly everything.",0
424,"Jira is THE tool to manage team is an AGILE methodology, and give a lot of information about the current task, planning, status, but also help me to follow the tasks still to be done later, the dependency and many other planning task.",0
425,"The TEMPO usage is also very useful to track the time spent, especially to verify the time estimated and really spent, with an easy team time tracking.",0
426,"The Zephyr plugin can be used to link the Jira ""Bug Tracker"" to a real ""Test tool"" which made the interdependence between bug and test, with their reproducible scenario.",0
427,What do you dislike?,0
428,"The licence management is a bit difficult, as all plugin licence are based on the total number of users, so you haven't the possibility to test a component by few people, or to restrict the usage to some people (by example, Zephyr plugin is for test, and used only by test team, but I need to pay for all the R&D resources).",0
429,Recommendations to others considering the product.,0
430,"Be able to ""test"" package, for few users, to validate the interest in some plugin.",0
431,"Be able to have, by default, more ""graph"" to do board tools (we are using EasyBi to do them).",0
432,What business problems are you solving?,0
433,What benefits have you realized?,0
434,"The task following of the team, in an Agile methodoligy is always difficult to follow on a day to day basis.",0
435,"With Jira, and some plugin like EasyBi, Zephyr or Tempo, we have all the tools to monitor the R&D center and take the good decision every day.",0
436,What do you like best?,0
437,"JIRA has great organizational features of the data you save - like your stories, filtering by tags, etc.",0
438,"You can show stories as blocked by other issues, integrate Zendesk tickets - that's great.",0
439,That's what we need.,0
440,What do you dislike?,0
441,"The overview page uses up wayyyyy too much space listed stories, and when you click on a story for an overview it uses a small vertical sliver to display the story.",1
442,The story is the most important thing.,0
443,So much screen space is used to show small story titles when it would be better to have more space for the expanded description and overview.,1
444,"Trying to use it to begin with was an onboarding nightmare, and I was incredibly frustrated with it.",0
445,"After about 3 months I'm finally 'meh' with it and can kind of use it, but it still frustrates me.",0
446,"Having each link open within the app is probably the most frustrating, god-awful thing about JIRA.",1
447,Recommendations to others considering the product.,0
448,After 3 months you might feel okay with it.,0
449,What business problems are you solving?,0
450,What benefits have you realized?,0
451,Organization of stories and Zendesk help integration.,0
452,"I think Pivotal has a better system for what we need, honestly, and it's presented in a clearer format.",0
453,"This just feels big and bulky, extremely overengineered for what you're trying to do - simply looking at the description of any issue and working on it quickly.",0
454,There are good organizational benefits to it.,0
455,That solves my issues.,0
456,What do you like best?,0
457,It is a very good documentation tool for issues tracking and project management.,0
458,"Users can go down to every detail such as the editing history, votes, multiple status, anything you can think of.",0
459,The ownership and the role and responsibility of a task is very clear.,0
460,"Also, the ticking system is great, which will notify assignees through email.",0
461,What do you dislike?,0
462,Too much information.,0
463,Sometimes it is a bit overwhelming when being ticketed by the product manager.,1
464,A bug ticket will have a reporter and watchers potentially get notified when you put any comments - even changing the typo of the comments.,0
465,"You will see red priority indicators and a blocker sign with ""unresolved"" tag plus the red bars - of course an unresolved bug is a blocker and is the priority to fix by the dev team.",0
466,"Even worse, you see all your faces appear next to the bugs.",0
467,"(Okay, bugs are always developers' faults.).",0
468,Recommendations to others considering the product.,0
469,A good issue tracking and project management tool.,0
470,What business problems are you solving?,0
471,What benefits have you realized?,0
472,It is clear for the management to know what has solved and how long did it take to fix an issue.,0
473,Developers know what exactly needs to be fixed under which version and how urgent it is.,0
474,It also provides a platform for the remote team to track the progress.,0
475,What do you like best?,0
476,#NAME?,0
477,#NAME?,0
478,#NAME?,0
479,What do you dislike?,0
480,#NAME?,1
481,Sometimes using the web version it is just too slow.,1
482,#NAME?,0
483,"- I haven't found a quick and clean way to create a user personal area, so I haven't been able for example to create a private ToDo list.",1
484,Recommendations to others considering the product.,0
485,"The price for small teams is low, just $10 a month for up to 10 users.",0
